Repository,Estado,Page,Total pulls,Pulls wiht tests,pulls without testes,,,,,,
opentx_opentx,closed,1,100,3,97,,,,,,
opentx_opentx,closed,2,200,3,197,,,,,,
opentx_opentx,closed,3,300,8,292,,,,,,
opentx_opentx,closed,4,400,9,391,,,,,,
opentx_opentx,closed,5,500,9,491,,,,,,
opentx_opentx,closed,6,600,10,590,,,,,,
opentx_opentx,closed,7,700,11,689,,,,,,
opentx_opentx,closed,8,800,16,784,,,,,,
opentx_opentx,closed,9,900,20,880,,,,,,
opentx_opentx,closed,10,1000,25,975,,,,,,
opentx_opentx,closed,11,1100,28,1072,,,,,,
opentx_opentx,closed,12,1200,32,1168,,,,,,
opentx_opentx,closed,13,1300,40,1260,,,,,,
opentx_opentx,closed,14,1400,43,1357,,,,,,
opentx_opentx,closed,15,1500,46,1454,,,,,,
opentx_opentx,closed,16,1600,54,1546,,,,,,
opentx_opentx,closed,17,1700,54,1646,,,,,,
opentx_opentx,closed,18,1800,54,1746,,,,,,
opentx_opentx,closed,19,1817,54,1763,,,,,,
linuxmint_Cinnamon,closed,1,100,0,100,,,,,,
linuxmint_Cinnamon,closed,2,200,1,199,,,,,,
linuxmint_Cinnamon,closed,3,300,2,298,,,,,,
linuxmint_Cinnamon,closed,4,400,4,396,,,,,,
linuxmint_Cinnamon,closed,5,500,4,496,,,,,,
linuxmint_Cinnamon,closed,6,600,5,595,,,,,,
linuxmint_Cinnamon,closed,7,700,6,694,,,,,,
linuxmint_Cinnamon,closed,8,800,6,794,,,,,,
linuxmint_Cinnamon,closed,9,900,6,894,,,,,,
linuxmint_Cinnamon,closed,10,1000,7,993,,,,,,
linuxmint_Cinnamon,closed,11,1100,8,1092,,,,,,
linuxmint_Cinnamon,closed,12,1200,8,1192,,,,,,
linuxmint_Cinnamon,closed,13,1300,8,1292,,,,,,
linuxmint_Cinnamon,closed,14,1400,8,1392,,,,,,
linuxmint_Cinnamon,closed,15,1500,9,1491,,,,,,
linuxmint_Cinnamon,closed,16,1600,12,1588,,,,,,
linuxmint_Cinnamon,closed,17,1700,12,1688,,,,,,
linuxmint_Cinnamon,closed,18,1800,13,1787,,,,,,
linuxmint_Cinnamon,closed,19,1900,14,1886,,,,,,
linuxmint_Cinnamon,closed,20,2000,16,1984,,,,,,
linuxmint_Cinnamon,closed,21,2100,17,2083,,,,,,
linuxmint_Cinnamon,closed,22,2200,17,2183,,,,,,
linuxmint_Cinnamon,closed,23,2300,19,2281,,,,,,
linuxmint_Cinnamon,closed,24,2301,19,2282,,,,,,
toggl_toggldesktop,closed,1,33,8,25,,,,,,
HuiLi_Sqlite3.07.14,closed,1,100,4,96,,,,,,
HuiLi_Sqlite3.07.14,closed,2,200,4,196,,,,,,
HuiLi_Sqlite3.07.14,closed,3,300,104,196,,,,,,
HuiLi_Sqlite3.07.14,closed,4,400,204,196,,,,,,
HuiLi_Sqlite3.07.14,closed,5,456,260,196,,,,,,
IntelOrca_OpenRCT2,closed,1,49,49,0,,,,,,
Seldomberry_Hyve,closed,1,100,100,0,,,,,,
Seldomberry_Hyve,closed,2,133,133,0,,,,,,
GeneAssembly_biosal,closed,1,1,1,0,,,,,,
Seldomberry_Cortex,closed,1,100,100,0,,,,,,
Seldomberry_Cortex,closed,2,133,133,0,,,,,,
mruby_mruby,closed,1,100,26,74,,,,,,
mruby_mruby,closed,2,200,65,135,,,,,,
mruby_mruby,closed,3,300,106,194,,,,,,
mruby_mruby,closed,4,400,150,250,,,,,,
mruby_mruby,closed,5,500,170,330,,,,,,
mruby_mruby,closed,6,600,184,416,,,,,,
mruby_mruby,closed,7,700,201,499,,,,,,
mruby_mruby,closed,8,800,219,581,,,,,,
mruby_mruby,closed,9,900,239,661,,,,,,
mruby_mruby,closed,10,1000,259,741,,,,,,
mruby_mruby,closed,11,1100,306,794,,,,,,
mruby_mruby,closed,12,1200,331,869,,,,,,
mruby_mruby,closed,13,1300,373,927,,,,,,
mruby_mruby,closed,14,1400,428,972,,,,,,
mruby_mruby,closed,15,1500,449,1051,,,,,,
mruby_mruby,closed,16,1600,476,1124,,,,,,
mruby_mruby,closed,17,1700,499,1201,,,,,,
mruby_mruby,closed,18,1800,511,1289,,,,,,
mruby_mruby,closed,19,1900,533,1367,,,,,,
mruby_mruby,closed,20,2000,550,1450,,,,,,
mruby_mruby,closed,21,2100,567,1533,,,,,,
mruby_mruby,closed,22,2200,584,1616,,,,,,
mruby_mruby,closed,23,2300,598,1702,,,,,,
mruby_mruby,closed,24,2400,614,1786,,,,,,
mruby_mruby,closed,25,2500,638,1862,,,,,,
mruby_mruby,closed,26,2600,738,1862,,,,,,
mruby_mruby,closed,27,2700,838,1862,,,,,,
mruby_mruby,closed,28,2800,938,1862,,,,,,
mruby_mruby,closed,29,2802,940,1862,,,,,,
lindenlab_desura-app,closed,1,100,2,98,,,,,,
lindenlab_desura-app,closed,2,200,6,194,,,,,,
lindenlab_desura-app,closed,3,222,6,216,,,,,,
WhisperSystems_Signal-iOS,closed,1,100,11,89,,,,,,
WhisperSystems_Signal-iOS,closed,2,200,11,189,,,,,,
WhisperSystems_Signal-iOS,closed,3,300,11,289,,,,,,
WhisperSystems_Signal-iOS,closed,4,400,11,389,,,,,,
WhisperSystems_Signal-iOS,closed,5,500,12,488,,,,,,
WhisperSystems_Signal-iOS,closed,6,600,13,587,,,,,,
WhisperSystems_Signal-iOS,closed,7,700,13,687,,,,,,
WhisperSystems_Signal-iOS,closed,8,800,15,785,,,,,,
WhisperSystems_Signal-iOS,closed,9,900,16,884,,,,,,
WhisperSystems_Signal-iOS,closed,10,1000,17,983,,,,,,
WhisperSystems_Signal-iOS,closed,11,100,1,99,,,,,,
WhisperSystems_Signal-iOS,closed,12,200,6,194,,,,,,
WhisperSystems_Signal-iOS,closed,13,300,12,288,,,,,,
WhisperSystems_Signal-iOS,closed,14,400,12,388,,,,,,
WhisperSystems_Signal-iOS,closed,15,500,13,487,,,,,,
WhisperSystems_Signal-iOS,closed,16,600,15,585,,,,,,
WhisperSystems_Signal-iOS,closed,17,700,21,679,,,,,,
WhisperSystems_Signal-iOS,closed,18,800,26,774,,,,,,
WhisperSystems_Signal-iOS,closed,19,900,30,870,,,,,,
WhisperSystems_Signal-iOS,closed,20,100,7,93,,,,,,
WhisperSystems_Signal-iOS,closed,21,200,29,171,,,,,,
WhisperSystems_Signal-iOS,closed,22,300,36,264,,,,,,
WhisperSystems_Signal-iOS,closed,23,389,125,264,,,,,,
numpy_numpy,closed,1,100,46,54,,,,,,
numpy_numpy,closed,2,200,84,116,,,,,,
numpy_numpy,closed,3,300,125,175,,,,,,
numpy_numpy,closed,4,100,37,63,,,,,,
numpy_numpy,closed,5,200,71,129,,,,,,
numpy_numpy,closed,6,300,116,184,,,,,,
numpy_numpy,closed,7,400,156,244,,,,,,
numpy_numpy,closed,8,500,203,297,,,,,,
numpy_numpy,closed,9,600,240,360,,,,,,
numpy_numpy,closed,10,700,279,421,,,,,,
numpy_numpy,closed,11,800,322,478,,,,,,
numpy_numpy,closed,12,900,367,533,,,,,,
numpy_numpy,closed,13,1000,411,589,,,,,,
numpy_numpy,closed,14,1100,455,645,,,,,,
numpy_numpy,closed,15,1200,499,701,,,,,,
numpy_numpy,closed,16,1300,539,761,,,,,,
numpy_numpy,closed,17,1400,584,816,,,,,,
numpy_numpy,closed,18,1500,624,876,,,,,,
numpy_numpy,closed,19,1600,673,927,,,,,,
numpy_numpy,closed,20,1700,723,977,,,,,,
numpy_numpy,closed,21,1800,764,1036,,,,,,
numpy_numpy,closed,22,1900,812,1088,,,,,,
numpy_numpy,closed,23,2000,862,1138,,,,,,
numpy_numpy,closed,24,2100,909,1191,,,,,,
numpy_numpy,closed,25,2200,967,1233,,,,,,
numpy_numpy,closed,26,2300,1003,1297,,,,,,
numpy_numpy,closed,27,2400,1047,1353,,,,,,
numpy_numpy,closed,28,2500,1099,1401,,,,,,
numpy_numpy,closed,29,2600,1131,1469,,,,,,
numpy_numpy,closed,30,100,34,66,,,,,,
numpy_numpy,closed,31,200,74,126,,,,,,
numpy_numpy,closed,32,300,116,184,,,,,,
numpy_numpy,closed,33,400,170,230,,,,,,
numpy_numpy,closed,34,500,216,284,,,,,,
numpy_numpy,closed,35,600,254,346,,,,,,
numpy_numpy,closed,36,700,297,403,,,,,,
numpy_numpy,closed,37,800,349,451,,,,,,
numpy_numpy,closed,38,900,393,507,,,,,,
numpy_numpy,closed,39,1000,443,557,,,,,,
numpy_numpy,closed,40,1100,488,612,,,,,,
numpy_numpy,closed,41,1200,539,661,,,,,,
numpy_numpy,closed,42,1300,592,708,,,,,,
numpy_numpy,closed,43,1400,644,756,,,,,,
numpy_numpy,closed,44,1500,687,813,,,,,,
numpy_numpy,closed,45,1600,728,872,,,,,,
numpy_numpy,closed,46,1700,780,920,,,,,,
numpy_numpy,closed,47,1800,825,975,,,,,,
numpy_numpy,closed,48,1900,861,1039,,,,,,
numpy_numpy,closed,49,2000,913,1087,,,,,,
numpy_numpy,closed,50,2100,969,1131,,,,,,
numpy_numpy,closed,51,2200,1020,1180,,,,,,
numpy_numpy,closed,52,2300,1075,1225,,,,,,
numpy_numpy,closed,53,2400,1125,1275,,,,,,
numpy_numpy,closed,54,2499,1177,1322,,,,,,
micropython_micropython,closed,1,100,18,82,,,,,,
micropython_micropython,closed,2,200,32,168,,,,,,
micropython_micropython,closed,3,300,46,254,,,,,,
micropython_micropython,closed,4,400,64,336,,,,,,
micropython_micropython,closed,5,500,83,417,,,,,,
micropython_micropython,closed,6,600,108,492,,,,,,
micropython_micropython,closed,7,700,126,574,,,,,,
micropython_micropython,closed,8,800,135,665,,,,,,
micropython_micropython,closed,9,900,143,757,,,,,,
micropython_micropython,closed,10,1000,162,838,,,,,,
micropython_micropython,closed,11,1100,170,930,,,,,,
micropython_micropython,closed,12,1200,190,1010,,,,,,
micropython_micropython,closed,13,1300,203,1097,,,,,,
micropython_micropython,closed,14,1400,222,1178,,,,,,
micropython_micropython,closed,15,1500,226,1274,,,,,,
micropython_micropython,closed,16,1600,238,1362,,,,,,
micropython_micropython,closed,17,1700,256,1444,,,,,,
micropython_micropython,closed,18,1800,287,1513,,,,,,
micropython_micropython,closed,19,1900,317,1583,,,,,,
micropython_micropython,closed,20,1901,317,1584,,,,,,
scipy_scipy,closed,1,100,33,67,,,,,,
scipy_scipy,closed,2,200,81,119,,,,,,
scipy_scipy,closed,3,300,110,190,,,,,,
scipy_scipy,closed,4,400,147,253,,,,,,
scipy_scipy,closed,5,500,183,317,,,,,,
scipy_scipy,closed,6,600,223,377,,,,,,
scipy_scipy,closed,7,700,323,377,,,,,,
scipy_scipy,closed,8,800,423,377,,,,,,
scipy_scipy,closed,9,900,523,377,,,,,,
scipy_scipy,closed,10,100,36,64,,,,,,
scipy_scipy,closed,11,200,72,128,,,,,,
scipy_scipy,closed,12,300,111,189,,,,,,
scipy_scipy,closed,13,400,154,246,,,,,,
scipy_scipy,closed,14,500,184,316,,,,,,
scipy_scipy,closed,15,600,241,359,,,,,,
scipy_scipy,closed,16,700,296,404,,,,,,
scipy_scipy,closed,17,800,349,451,,,,,,
scipy_scipy,closed,18,900,393,507,,,,,,
scipy_scipy,closed,19,1000,437,563,,,,,,
scipy_scipy,closed,20,1100,477,623,,,,,,
scipy_scipy,closed,21,1200,518,682,,,,,,
scipy_scipy,closed,22,1300,570,730,,,,,,
scipy_scipy,closed,23,1400,613,787,,,,,,
scipy_scipy,closed,24,1500,657,843,,,,,,
scipy_scipy,closed,25,1600,705,895,,,,,,
scipy_scipy,closed,26,1700,759,941,,,,,,
scipy_scipy,closed,27,1800,795,1005,,,,,,
scipy_scipy,closed,28,1900,838,1062,,,,,,
scipy_scipy,closed,29,2000,884,1116,,,,,,
scipy_scipy,closed,30,2100,934,1166,,,,,,
scipy_scipy,closed,31,2200,985,1215,,,,,,
scipy_scipy,closed,32,2300,1045,1255,,,,,,
scipy_scipy,closed,33,2400,1096,1304,,,,,,
scipy_scipy,closed,34,2500,1151,1349,,,,,,
scipy_scipy,closed,35,2600,1251,1349,,,,,,
scipy_scipy,closed,36,2700,1351,1349,,,,,,
scipy_scipy,closed,37,2800,1451,1349,,,,,,
scipy_scipy,closed,38,2900,1551,1349,,,,,,
scipy_scipy,closed,39,3000,1651,1349,,,,,,
scipy_scipy,closed,40,3100,1751,1349,,,,,,
scipy_scipy,closed,41,3200,1851,1349,,,,,,
scipy_scipy,closed,42,3235,1886,1349,,,,,,
D-Programming-Language_dmd,closed,1,100,14,86,,,,,,
D-Programming-Language_dmd,closed,2,200,37,163,,,,,,
D-Programming-Language_dmd,closed,3,300,68,232,,,,,,
D-Programming-Language_dmd,closed,4,400,104,296,,,,,,
D-Programming-Language_dmd,closed,5,500,149,351,,,,,,
D-Programming-Language_dmd,closed,6,600,196,404,,,,,,
D-Programming-Language_dmd,closed,7,700,263,437,,,,,,
D-Programming-Language_dmd,closed,8,800,326,474,,,,,,
D-Programming-Language_dmd,closed,9,900,393,507,,,,,,
D-Programming-Language_dmd,closed,10,1000,447,553,,,,,,
D-Programming-Language_dmd,closed,11,1100,479,621,,,,,,
D-Programming-Language_dmd,closed,12,1200,511,689,,,,,,
D-Programming-Language_dmd,closed,13,1300,611,689,,,,,,
D-Programming-Language_dmd,closed,14,1400,711,689,,,,,,
D-Programming-Language_dmd,closed,15,1500,811,689,,,,,,
D-Programming-Language_dmd,closed,16,1600,911,689,,,,,,
D-Programming-Language_dmd,closed,17,1700,1011,689,,,,,,
D-Programming-Language_dmd,closed,18,1800,1111,689,,,,,,
D-Programming-Language_dmd,closed,19,1900,1211,689,,,,,,
D-Programming-Language_dmd,closed,20,2000,1311,689,,,,,,
D-Programming-Language_dmd,closed,21,2100,1411,689,,,,,,
D-Programming-Language_dmd,closed,22,2200,1511,689,,,,,,
D-Programming-Language_dmd,closed,23,2300,1611,689,,,,,,
D-Programming-Language_dmd,closed,24,2400,1711,689,,,,,,
D-Programming-Language_dmd,closed,25,2500,1811,689,,,,,,
D-Programming-Language_dmd,closed,26,2600,1911,689,,,,,,
D-Programming-Language_dmd,closed,27,2700,1949,751,,,,,,
D-Programming-Language_dmd,closed,28,2800,1966,834,,,,,,
D-Programming-Language_dmd,closed,29,2900,2008,892,,,,,,
D-Programming-Language_dmd,closed,30,3000,2049,951,,,,,,
D-Programming-Language_dmd,closed,31,3100,2089,1011,,,,,,
D-Programming-Language_dmd,closed,32,3200,2133,1067,,,,,,
D-Programming-Language_dmd,closed,33,3300,2182,1118,,,,,,
D-Programming-Language_dmd,closed,34,3400,2222,1178,,,,,,
D-Programming-Language_dmd,closed,35,3500,2267,1233,,,,,,
D-Programming-Language_dmd,closed,36,3600,2317,1283,,,,,,
D-Programming-Language_dmd,closed,37,3700,2343,1357,,,,,,
D-Programming-Language_dmd,closed,38,3800,2380,1420,,,,,,
D-Programming-Language_dmd,closed,39,3900,2421,1479,,,,,,
D-Programming-Language_dmd,closed,40,4000,2521,1479,,,,,,
D-Programming-Language_dmd,closed,41,4100,2621,1479,,,,,,
D-Programming-Language_dmd,closed,42,4200,2721,1479,,,,,,
D-Programming-Language_dmd,closed,43,4300,2821,1479,,,,,,
D-Programming-Language_dmd,closed,44,4400,2921,1479,,,,,,
D-Programming-Language_dmd,closed,45,4500,2990,1510,,,,,,
D-Programming-Language_dmd,closed,46,4600,3044,1556,,,,,,
D-Programming-Language_dmd,closed,47,4700,3098,1602,,,,,,
D-Programming-Language_dmd,closed,48,4800,3167,1633,,,,,,
D-Programming-Language_dmd,closed,49,4900,3231,1669,,,,,,
D-Programming-Language_dmd,closed,50,5000,3298,1702,,,,,,
D-Programming-Language_dmd,closed,51,5100,3370,1730,,,,,,
D-Programming-Language_dmd,closed,52,5200,3431,1769,,,,,,
D-Programming-Language_dmd,closed,53,5300,3509,1791,,,,,,
D-Programming-Language_dmd,closed,54,5400,3578,1822,,,,,,
D-Programming-Language_dmd,closed,55,5500,3624,1876,,,,,,
D-Programming-Language_dmd,closed,56,5600,3663,1937,,,,,,
D-Programming-Language_dmd,closed,57,5700,3710,1990,,,,,,
D-Programming-Language_dmd,closed,58,5800,3810,1990,,,,,,
D-Programming-Language_dmd,closed,59,5900,3910,1990,,,,,,
D-Programming-Language_dmd,closed,60,6000,4010,1990,,,,,,
D-Programming-Language_dmd,closed,61,6100,4110,1990,,,,,,
D-Programming-Language_dmd,closed,62,6200,4210,1990,,,,,,
D-Programming-Language_dmd,closed,63,6300,4310,1990,,,,,,
D-Programming-Language_dmd,closed,64,6400,4410,1990,,,,,,
D-Programming-Language_dmd,closed,65,6500,4510,1990,,,,,,
D-Programming-Language_dmd,closed,66,6600,4610,1990,,,,,,
D-Programming-Language_dmd,closed,67,6700,4672,2028,,,,,,
D-Programming-Language_dmd,closed,68,6800,4718,2082,,,,,,
D-Programming-Language_dmd,closed,69,6900,4790,2110,,,,,,
D-Programming-Language_dmd,closed,70,7000,4840,2160,,,,,,
D-Programming-Language_dmd,closed,71,7100,4899,2201,,,,,,
D-Programming-Language_dmd,closed,72,7200,4947,2253,,,,,,
D-Programming-Language_dmd,closed,73,7300,5013,2287,,,,,,
D-Programming-Language_dmd,closed,74,7400,5099,2301,,,,,,
D-Programming-Language_dmd,closed,75,7500,5177,2323,,,,,,
D-Programming-Language_dmd,closed,76,7600,5253,2347,,,,,,
D-Programming-Language_dmd,closed,77,7700,5317,2383,,,,,,
D-Programming-Language_dmd,closed,78,7800,5383,2417,,,,,,
D-Programming-Language_dmd,closed,79,100,63,37,,,,,,
D-Programming-Language_dmd,closed,80,100,67,33,,,,,,
D-Programming-Language_dmd,closed,81,200,144,56,,,,,,
D-Programming-Language_dmd,closed,82,300,220,80,,,,,,
D-Programming-Language_dmd,closed,83,400,292,108,,,,,,
D-Programming-Language_dmd,closed,84,500,366,134,,,,,,
D-Programming-Language_dmd,closed,85,600,427,173,,,,,,
D-Programming-Language_dmd,closed,86,700,508,192,,,,,,
D-Programming-Language_dmd,closed,87,800,561,239,,,,,,
D-Programming-Language_dmd,closed,88,835,573,262,,,,,,
mapserver_mapserver,closed,1,100,35,65,,,,,,
mapserver_mapserver,closed,2,200,48,152,,,,,,
mapserver_mapserver,closed,3,300,52,248,,,,,,
mapserver_mapserver,closed,4,400,64,336,,,,,,
mapserver_mapserver,closed,5,500,94,406,,,,,,
mapserver_mapserver,closed,6,540,94,446,,,,,,
