Repository,User,Pull number,Test,Situation
elasticsearch/elasticsearch,poweld,18802,TRUE,Merged
elasticsearch/elasticsearch,pratiksanglikar,34681,TRUE,Merged
elasticsearch/elasticsearch,priyadarsh,14619,TRUE,Merged
elasticsearch/elasticsearch,prosanelli,18727,TRUE,Merged
elasticsearch/elasticsearch,ramudu63,35083,TRUE,Merged
elasticsearch/elasticsearch,razic,35346,TRUE,Merged
elasticsearch/elasticsearch,rbritten,18876,TRUE,Merged
elasticsearch/elasticsearch,ritesh-kapoor,31235,TRUE,Merged
elasticsearch/elasticsearch,rmruano,7857,TRUE,Merged
elasticsearch/elasticsearch,ronakmshah,12731,TRUE,Merged
elasticsearch/elasticsearch,ruflin,18651,TRUE,Merged
elasticsearch/elasticsearch,rusnyder,18602,TRUE,Merged
elasticsearch/elasticsearch,sachinfrayne,29468,TRUE,Merged
elasticsearch/elasticsearch,Sanne,25144,TRUE,Merged
elasticsearch/elasticsearch,sarwarbhuiyan,14064,TRUE,Merged
elasticsearch/elasticsearch,saschamarkus,12832,TRUE,Merged
elasticsearch/elasticsearch,satoshi-kimura,13232,TRUE,Merged
elasticsearch/elasticsearch,sc0ttkclark,13596,TRUE,Merged
elasticsearch/elasticsearch,sckott,14500,TRUE,Merged
elasticsearch/elasticsearch,scorpionvicky,18504,TRUE,Merged
elasticsearch/elasticsearch,scottsom,25831,TRUE,Merged
elasticsearch/elasticsearch,scq0123,25720,TRUE,Merged
elasticsearch/elasticsearch,selfawaresoup,19186,TRUE,Merged
elasticsearch/elasticsearch,senthilkumarmohan,34838,TRUE,Merged
elasticsearch/elasticsearch,sergiomahs,30956,TRUE,Merged
elasticsearch/elasticsearch,shou1dwe,19018,TRUE,Merged
elasticsearch/elasticsearch,shrinidhichaudhari,7514,TRUE,Merged
elasticsearch/elasticsearch,shubham391,18329,TRUE,Merged
elasticsearch/elasticsearch,sinylei,31352,TRUE,Merged
elasticsearch/elasticsearch,sk1p,8816,TRUE,Merged
elasticsearch/elasticsearch,skeggse,25120,TRUE,Merged
elasticsearch/elasticsearch,sksamuel,13294,TRUE,Merged
elasticsearch/elasticsearch,smartest-water,31050,TRUE,Merged
elasticsearch/elasticsearch,sneivandt,23884,TRUE,Merged
elasticsearch/elasticsearch,softwaredoug,20344,TRUE,Merged
elasticsearch/elasticsearch,sshling,24001,TRUE,Merged
elasticsearch/elasticsearch,StefanScherer,18684,TRUE,Merged
